"","beeID","plantID","monthID","obs"
"183",1,52,7,0
"184",1,52,8,0
"185",1,53,7,0
"186",1,53,8,0
"187",1,54,4,0
"188",1,54,5,0
"189",1,54,6,0
"190",1,54,7,0
"191",1,55,5,0
"192",1,55,6,0
"193",1,55,7,0
"194",1,56,5,0
"195",1,56,6,0
"196",1,56,7,0
"197",1,57,6,0
"198",1,57,7,0
"199",1,57,8,0
"200",1,58,6,0
"201",1,58,7,0
"202",1,58,8,0
"203",1,59,2,0
"204",1,59,3,0
"205",1,59,4,0
"206",1,59,5,0
"207",1,60,5,0
"208",1,60,6,0
"209",1,60,7,0
"210",1,60,8,0
"211",1,61,4,0
"212",1,61,5,0
"213",1,61,6,0
"214",1,61,7,0
"215",1,62,5,0
"216",1,62,6,0
"217",1,62,7,0
"218",1,63,5,0
"219",1,63,6,0
"220",1,63,7,0
"221",1,63,8,0
"222",1,64,6,0
"223",1,64,7,0
"224",1,64,8,0
"225",1,65,2,0
"226",1,65,3,0
"227",1,65,4,0
"228",1,65,5,0
"229",1,65,6,0
"230",1,67,6,0
"231",1,67,7,0
"232",1,67,8,0
"233",1,68,6,0
"234",1,68,7,0
"235",1,68,8,0
"236",1,69,5,0
"237",1,69,6,0
"238",1,69,7,0
"239",1,69,8,0
"240",1,70,2,0
"241",1,70,3,0
"242",1,70,4,0
"243",1,70,5,0
"244",1,70,6,0
"245",1,70,7,0
"246",1,70,8,0
"247",1,71,5,0
"248",1,71,6,0
"249",1,71,7,0
"250",1,71,8,0
"251",1,72,4,0
"252",1,72,5,0
"253",1,72,6,0
"254",1,72,7,0
"255",1,72,8,0
"256",1,73,5,0
"257",1,73,6,0
"258",1,73,7,0
"259",1,73,8,0
"260",1,74,7,0
"261",1,74,8,0
"262",1,75,4,0
"263",1,75,5,0
"264",1,75,6,0
"265",1,75,7,0
"266",1,76,3,0
"267",1,76,4,0
"268",1,76,5,0
"269",1,76,6,0
"270",1,76,7,0
"271",1,77,5,0
"272",1,77,6,0
"273",1,77,7,0
"274",1,77,8,0
"275",1,78,3,0
"276",1,78,4,0
"277",1,78,5,0
"278",1,78,6,0
"279",1,78,7,0
"280",1,78,8,0
"281",1,79,6,0
"282",1,79,7,0
"283",1,79,8,0
"284",1,80,6,0
"285",1,80,7,0
"286",1,80,8,0
"287",1,81,6,0
"288",1,81,7,0
"289",1,81,8,0
"290",1,82,2,0
"291",1,82,3,0
"292",1,82,4,0
"293",1,82,5,0
"294",1,82,6,0
"295",1,82,7,0
"296",1,82,8,0
"297",1,83,6,0
"298",1,83,7,0
"299",1,83,8,0
"300",1,84,3,0
"301",1,84,4,0
"302",1,84,5,0
"303",1,84,6,0
"304",1,85,5,0
"305",1,85,6,0
"306",1,85,7,0
"307",1,86,7,0
"308",1,86,8,0
"309",1,87,5,0
"310",1,87,6,0
"311",1,87,7,0
"312",1,87,8,0
"313",1,88,5,0
"314",1,88,6,0
"315",1,88,7,0
"316",1,88,8,0
"317",1,89,2,0
"318",1,89,3,0
"319",1,89,4,0
"320",1,89,5,0
"321",1,89,6,0
"322",1,90,2,0
"323",1,90,3,0
"324",1,90,4,0
"325",1,90,5,0
"326",1,91,8,0
"327",1,92,2,0
"328",1,92,3,0
"329",1,92,4,0
"330",1,92,5,0
"331",1,93,2,0
"332",1,93,3,0
"333",1,93,4,0
"334",1,93,5,0
"335",1,94,3,0
"336",1,94,4,0
"337",1,94,5,0
"338",1,94,6,0
"339",1,95,4,0
"340",1,95,5,0
"341",1,95,6,0
"342",1,96,4,0
"343",1,96,5,0
"344",1,96,6,0
"345",1,97,4,0
"346",1,97,5,0
"347",1,97,6,0
"348",1,97,7,0
"349",1,98,5,0
"350",1,98,6,0
"351",1,98,7,0
"352",1,98,8,0
"353",1,99,3,0
"354",1,99,4,0
"355",1,99,5,0
"356",1,100,4,0
"357",1,100,5,0
"358",1,100,6,0
"359",1,100,7,0
"360",1,100,8,0
"361",1,101,6,0
"362",1,101,7,0
"363",1,101,8,0
"364",1,102,4,0
"365",1,102,5,0
"366",1,103,4,0
"367",1,103,5,0
"368",1,103,6,0
"369",1,103,7,0
"370",1,104,5,0
"371",1,104,6,0
"372",1,104,7,0
"373",1,104,8,0
"374",1,105,4,0
"375",1,105,5,0
"376",1,106,3,0
"377",1,106,4,0
"378",1,106,5,0
"379",1,107,4,0
"380",1,107,5,0
"381",1,108,2,0
"382",1,108,3,0
"383",1,108,4,0
"384",1,108,5,0
"385",1,108,6,0
"386",1,109,6,0
"387",1,109,7,0
"388",1,109,8,0
"389",1,110,6,0
"390",1,110,7,0
"391",1,110,8,0
"392",1,111,2,0
"393",1,111,3,0
"394",1,111,4,0
"395",1,111,5,0
"396",1,112,2,0
"397",1,112,3,0
"398",1,112,4,0
"399",1,112,5,0
"400",1,112,6,0
"401",1,112,7,0
"402",1,113,3,0
"403",1,113,4,0
"404",1,113,5,0
"405",1,113,6,0
"406",1,113,7,0
"407",1,113,8,0
"408",1,114,7,0
"409",1,114,8,0
"410",1,115,6,0
"411",1,115,7,0
"412",1,115,8,0
"413",1,116,5,0
"414",1,116,6,0
"415",1,116,7,0
"416",1,116,8,0
"417",1,117,4,0
"418",1,117,5,0
"419",1,117,6,0
"420",1,118,4,0
"421",1,118,5,0
"422",1,118,6,0
"423",1,118,7,0
"424",1,119,2,0
"425",1,119,3,0
"426",1,119,4,0
"427",1,120,6,0
"428",1,120,7,0
"429",1,120,8,0
"430",1,121,4,0
"431",1,121,5,0
"432",1,121,6,0
"433",1,121,7,0
"434",1,121,8,0
"435",1,122,2,0
"436",1,122,3,0
"437",1,122,4,0
"438",1,122,5,0
"439",1,122,6,0
"440",1,122,7,0
"441",1,122,8,0
"442",1,123,7,0
"443",1,123,8,0
"444",1,124,2,0
"445",1,124,3,0
"446",1,124,4,0
"447",1,124,5,0
"448",1,124,6,0
"449",1,124,7,0
"450",1,124,8,0
"451",1,125,2,0
"452",1,125,3,0
"453",1,125,4,0
"454",1,125,5,0
"455",1,125,6,0
"456",1,125,7,0
"457",1,125,8,0
"458",1,126,4,0
"459",1,126,5,0
"460",1,126,6,0
"461",1,127,5,0
"462",1,127,6,0
"463",1,127,7,0
"464",1,127,8,0
"465",1,128,8,0
"466",1,129,6,0
"467",1,129,7,0
"468",1,129,8,0
"469",1,130,8,0
"470",1,131,3,0
"471",1,131,4,0
"472",1,131,5,0
"473",1,132,7,0
"474",1,132,8,0
"475",1,133,7,0
"476",1,133,8,0
"477",1,134,2,0
"478",1,134,3,0
"479",1,134,4,0
"480",1,134,5,0
"481",1,134,6,0
"482",1,134,7,0
"483",1,134,8,0
"484",1,135,2,0
"485",1,135,3,0
"486",1,136,4,0
"487",1,136,5,0
"488",1,137,3,0
"489",1,137,4,0
"490",1,137,5,0
"491",1,138,4,0
"492",1,138,5,0
"493",1,138,6,0
"494",1,138,7,0
"495",1,139,2,0
"496",1,139,3,0
"497",1,139,4,0
"498",1,139,5,0
"499",1,140,7,0
"500",1,140,8,0
"501",1,141,7,0
"502",1,141,8,0
"503",1,142,2,0
"504",1,142,3,0
"505",1,142,4,0
"506",1,142,5,0
"507",1,143,4,0
"508",1,143,5,0
"509",1,144,3,0
"510",1,144,4,0
"511",1,144,5,0
"512",1,145,3,0
"513",1,145,4,0
"514",1,145,5,0
"515",1,145,6,0
"516",1,145,7,0
"517",1,145,8,0
"518",1,146,4,0
"519",1,146,5,0
"520",1,146,6,0
"521",1,146,7,0
"522",1,146,8,0
"523",1,147,7,0
"524",1,148,2,0
"525",1,148,3,0
"526",1,148,4,0
"527",1,148,5,0
"528",1,149,3,0
"529",1,149,4,0
"530",1,149,5,0
"531",1,150,3,0
"532",1,150,4,0
"533",1,150,5,0
"534",1,150,6,0
"535",1,151,2,0
"536",1,151,3,0
"537",1,152,3,0
"538",1,152,4,0
"539",1,153,2,0
"540",1,153,3,0
"541",1,153,4,0
"542",1,154,2,0
"543",1,154,3,0
"544",1,154,4,0
"545",1,155,4,0
"546",1,155,5,0
"547",1,155,6,0
"548",1,155,7,0
"549",1,156,2,0
"550",1,156,3,0
"551",1,156,4,0
"552",1,156,5,0
"553",1,156,6,0
"554",1,157,2,0
"555",1,157,3,0
"556",1,157,4,0
"557",1,157,5,0
"558",1,157,6,0
"559",1,157,7,0
"560",1,157,8,0
"561",1,158,2,0
"562",1,158,3,0
"563",1,158,4,0
"564",1,158,5,0
"565",1,158,6,0
"566",1,158,7,0
"567",1,158,8,0
"568",1,159,2,0
"569",1,159,3,0
"570",1,159,4,0
"571",1,160,2,0
"572",1,160,3,0
"573",1,161,3,0
"574",1,161,4,0
"575",1,161,5,0
"576",1,161,6,0
"577",1,162,2,0
"578",1,162,3,0
"579",1,162,4,0
"580",1,162,5,0
"581",1,162,6,0
"582",1,163,2,0
"583",1,163,3,0
"584",1,163,4,0
"585",1,163,5,0
"586",1,164,3,0
"587",1,164,4,0
"588",1,164,5,0
"589",1,164,6,0
"590",1,164,7,0
"591",1,165,2,0
"592",1,165,3,0
"593",1,165,4,0
"594",1,165,5,0
"595",1,165,6,0
"596",1,165,7,0
"597",1,165,8,0
"598",1,166,3,0
"599",1,166,4,0
"600",1,166,5,0
"601",1,167,3,0
"602",1,167,4,0
"603",1,167,5,0
"604",1,167,6,0
"605",1,167,7,0
"606",1,167,8,0
"607",1,168,3,0
"608",1,168,4,0
"609",1,168,5,0
"610",1,169,2,0
"611",1,169,3,0
"612",1,169,4,0
"613",1,169,5,0
"614",1,170,3,0
"615",1,170,4,0
"616",1,170,5,0
"617",1,170,6,0
"618",1,170,7,0
"619",1,170,8,0
"620",1,171,2,0
"621",1,171,3,0
"622",1,171,4,0
"623",1,171,5,0
"624",1,171,6,0
"625",1,171,7,0
"626",1,172,5,0
"627",1,172,6,0
"628",1,172,7,0
"629",1,172,8,0
"630",1,173,3,0
"631",1,173,4,0
"632",1,174,3,0
"633",1,174,4,0
"634",1,174,5,0
"635",1,174,6,0
"636",1,174,7,0
"637",1,174,8,0
"638",1,175,4,0
"639",1,175,5,0
"640",1,175,6,0
"641",1,175,7,0
"642",1,176,3,0
"643",1,176,4,0
"644",1,177,2,0
"645",1,177,3,0
"646",1,177,4,0
"647",1,178,3,0
"648",1,178,4,0
"649",1,178,5,0
"650",1,179,3,0
"651",1,179,4,0
"652",1,179,5,0
"653",1,179,6,0
"654",1,180,4,0
"655",1,180,5,0
"656",1,180,6,0
"657",1,180,7,0
"658",1,181,7,0
"659",1,181,8,0
"660",1,182,5,0
"661",1,182,6,0
"662",1,183,4,0
"663",1,183,5,0
"664",1,183,6,0
"665",1,184,4,0
"666",1,184,5,0
"667",1,184,6,0
"668",1,185,4,0
"669",1,185,5,0
"670",1,185,6,0
"671",1,186,4,0
"672",1,186,5,0
"673",1,186,6,0
"674",1,186,7,0
"675",1,187,4,0
"676",1,187,5,0
"677",1,187,6,0
"678",1,187,7,0
"679",1,187,8,0
"680",1,188,4,0
"681",1,188,5,0
"682",1,188,6,0
"683",1,188,7,0
"684",1,189,4,0
"685",1,189,5,0
"686",1,189,6,0
"687",1,189,7,0
"688",1,189,8,0
"689",1,190,2,0
"690",1,190,3,0
"691",1,190,4,0
"692",1,190,5,0
"693",1,191,4,0
"694",1,191,5,0
"695",1,191,6,0
"696",1,194,4,0
"697",1,194,5,0
"698",1,194,6,0
"699",1,195,3,0
"700",1,195,4,0
"701",1,196,4,0
"702",1,196,5,0
"703",1,196,6,0
"704",1,196,7,0
"705",1,196,8,0
"706",1,197,2,0
"707",1,197,3,0
"708",1,197,4,0
"709",1,197,5,0
"710",1,197,6,0
"711",1,198,4,0
"712",1,198,5,0
"713",1,198,6,0
"714",1,198,7,0
"715",1,200,4,0
"716",1,200,5,0
"717",1,201,2,0
"718",1,201,3,0
"719",1,201,4,0
"720",1,201,5,0
"721",1,202,4,0
"722",1,202,5,0
"723",1,202,6,0
"724",1,202,7,0
"725",1,202,8,0
"726",1,203,4,0
"727",1,203,5,0
"728",1,204,2,0
"729",1,204,3,0
"730",1,204,4,0
"731",1,204,5,0
"732",1,204,6,0
"733",1,204,7,0
"734",1,204,8,0
"735",1,205,2,0
"736",1,207,2,0
"737",1,207,3,0
"738",1,207,4,0
"739",1,207,5,0
"740",1,207,6,0
"741",1,207,7,0
"742",1,207,8,0
"743",1,208,7,0
"744",1,208,8,0
"745",1,209,3,0
"746",1,209,4,0
"747",1,209,5,0
"748",1,209,6,0
"749",1,210,2,0
"750",1,210,3,0
"751",1,210,4,0
"752",1,210,5,0
"753",1,210,6,0
"754",1,210,7,0
"755",1,210,8,0
"756",1,211,6,0
"757",1,211,7,0
"758",1,211,8,0
"759",1,212,3,0
"760",1,212,4,0
"761",1,212,5,0
"762",1,213,4,0
"763",1,213,5,0
"764",1,214,3,0
"765",1,214,4,0
"766",1,214,5,0
"767",1,214,6,0
"768",1,214,7,0
"769",1,214,8,0
"770",1,215,2,0
"771",1,215,3,0
"772",1,215,4,0
"773",1,215,5,0
"774",1,215,6,0
"775",1,215,7,0
"776",1,215,8,0
"777",1,216,3,0
"778",1,216,4,0
"779",1,216,5,0
"780",1,216,6,0
"781",1,216,7,0
"782",1,218,2,0
"783",1,218,3,0
"784",1,218,4,0
"785",1,218,5,0
"786",1,218,6,0
"787",1,218,7,0
"788",1,219,3,0
"789",1,219,4,0
"790",1,219,5,0
"791",1,219,6,0
"792",1,220,4,0
"793",1,220,5,0
"794",1,220,6,0
"795",1,220,7,0
"796",1,220,8,0
"797",1,221,3,0
"798",1,221,4,0
"799",1,221,5,0
"800",1,221,6,0
"801",1,221,7,0
"802",1,222,5,0
"803",1,222,6,0
"804",1,223,7,0
"805",1,223,8,0
"806",1,224,3,0
"807",1,224,4,0
"808",1,224,5,0
"809",1,224,6,0
"810",1,224,7,0
"811",1,224,8,0
"812",1,225,3,0
"813",1,225,4,0
"814",1,225,5,0
"815",1,225,6,0
"816",1,225,7,0
"817",1,226,2,0
"818",1,226,3,0
"819",1,226,4,0
"820",1,226,5,0
"821",1,227,4,0
"822",1,227,5,0
"823",1,227,6,0
"824",1,228,4,0
"825",1,228,5,0
"826",1,228,6,0
"827",1,228,7,0
"828",1,229,5,0
"829",1,229,6,0
"830",1,229,7,0
"831",1,230,4,0
"832",1,230,5,0
"833",1,230,6,0
"834",1,231,6,0
"835",1,231,7,0
"836",1,231,8,0
"837",1,232,3,0
"838",1,232,4,0
"839",1,233,2,0
"840",1,233,3,0
"841",1,233,4,0
"842",1,234,4,0
"843",1,234,5,0
"844",1,235,2,0
"845",1,235,3,0
"846",1,235,4,0
"847",1,235,5,0
"848",1,235,6,0
"849",1,236,2,0
"850",1,236,3,0
"851",1,236,4,0
"852",1,236,5,0
"853",1,237,4,0
"854",1,237,5,0
"855",1,237,6,0
"856",1,238,2,0
"857",1,238,3,0
"858",1,238,4,0
"859",1,238,5,0
"860",1,238,6,0
"861",1,240,6,0
"862",1,240,7,0
"863",1,240,8,0
"864",1,241,2,0
"865",1,241,3,0
"866",1,241,4,0
"867",1,241,5,0
"868",1,241,6,0
"869",1,241,7,0
"870",1,241,8,0
"871",1,242,2,0
"872",1,242,3,0
"873",1,242,4,0
"874",1,242,5,0
"875",1,242,6,0
"876",1,242,7,0
"877",1,242,8,0
"878",1,243,3,0
"879",1,243,4,0
"880",1,243,5,0
"881",1,244,2,0
"882",1,244,3,0
"883",1,245,4,0
"884",1,245,5,0
"885",1,245,6,0
"886",1,245,7,0
"887",1,246,3,0
"888",1,246,4,0
"889",1,246,5,0
"890",1,246,6,0
"891",1,246,7,0
"892",1,247,3,0
"893",1,247,4,0
"894",1,247,5,0
"895",1,247,6,0
"896",1,248,2,0
"897",1,248,3,0
"898",1,248,4,0
"899",1,248,5,0
"900",1,248,6,0
"901",1,248,7,0
"902",1,248,8,0
"903",1,249,4,0
"904",1,249,5,0
"905",1,249,6,0
"906",1,249,7,0
"907",1,250,3,0
"908",1,250,4,0
"909",1,250,5,0
"910",1,250,6,0
"911",1,251,3,0
"912",1,251,4,0
"913",1,251,5,0
"914",1,251,6,0
"915",1,252,3,0
"916",1,252,4,0
"917",1,252,5,0
"918",1,252,6,0
"919",1,253,2,0
"920",1,253,3,0
"921",1,253,4,0
"922",1,253,5,0
"923",1,253,6,0
"924",1,254,3,0
"925",1,254,4,0
"926",1,255,5,0
"927",1,255,6,0
"928",1,255,7,0
"929",1,256,3,0
"930",1,256,4,0
"931",1,256,5,0
"932",1,256,6,0
"933",1,257,3,0
"934",1,257,4,0
"935",1,257,5,0
"936",1,257,6,0
"937",1,258,3,0
"938",1,258,4,0
"939",1,258,5,0
"940",1,258,6,0
"941",1,258,7,0
"942",1,259,2,0
"943",1,259,3,0
"944",1,259,4,0
"945",1,259,5,0
"946",1,259,6,0
"947",1,260,3,0
"948",1,260,4,0
"949",1,260,5,0
"950",1,261,5,0
"951",1,261,6,0
"952",1,261,7,0
"953",1,262,4,0
"954",1,262,5,0
"955",1,263,3,0
"956",1,263,4,0
"957",1,263,5,0
"958",1,263,6,0
"959",1,264,3,0
"960",1,264,4,0
"961",1,264,5,0
"962",1,265,3,0
"963",1,265,4,0
"964",1,265,5,0
"965",1,266,5,0
"966",1,266,6,0
"967",1,267,2,0
"968",1,267,3,0
"969",1,267,4,0
"970",1,267,5,0
"971",1,268,3,0
"972",1,268,4,0
"973",1,268,5,0
"974",1,269,2,0
"975",1,269,3,0
"976",1,269,4,0
"977",1,269,5,0
"978",1,269,6,0
"979",1,270,6,0
"980",1,270,7,0
"981",1,270,8,0
"982",1,271,5,0
"983",1,271,6,0
"984",1,271,7,0
"985",1,271,8,0
"986",1,272,4,0
"987",1,272,5,0
"988",1,272,6,0
"989",1,272,7,0
"990",1,272,8,0
"991",1,273,5,0
"992",1,273,6,0
"993",1,273,7,0
"994",1,273,8,0
"995",1,274,2,0
"996",1,274,3,0
"997",1,274,4,0
"998",1,274,5,0
"999",1,275,3,0
"1000",1,275,4,0
"1001",1,275,5,0
"1002",1,275,6,0
"1003",1,276,4,0
"1004",1,276,5,0
"1005",1,276,6,0
"1006",1,277,3,0
"1007",1,277,4,0
"1008",1,277,5,0
"1009",1,277,6,0
"1010",1,278,4,0
"1011",1,278,5,0
"1012",1,279,2,0
"1013",1,279,3,0
"1014",1,279,4,0
"1015",1,279,5,0
"1016",1,280,4,0
"1017",1,280,5,0
"1018",1,280,6,0
"1019",1,281,4,0
"1020",1,281,5,0
"1021",1,281,6,0
"1022",1,282,3,0
"1023",1,282,4,0
"1024",1,282,5,0
"1025",1,283,4,0
"1026",1,283,5,0
"1027",1,283,6,0
"1028",1,284,3,0
"1029",1,284,4,0
"1030",1,284,5,0
"1031",1,284,6,0
"1032",1,284,7,0
"1033",1,285,4,0
"1034",1,285,5,0
"1035",1,286,5,0
"1036",1,286,6,0
"1037",1,287,3,0
"1038",1,287,4,0
"1039",1,287,5,0
"1040",1,287,6,0
"1041",1,288,3,0
"1042",1,288,4,0
"1043",1,288,5,0
"1044",1,289,3,0
"1045",1,289,4,0
"1046",1,289,5,0
"1047",1,289,6,0
"1048",1,290,2,0
"1049",1,290,3,0
"1050",1,291,5,0
"1051",1,291,6,0
"1052",1,291,7,0
"1053",1,291,8,0
"1054",1,292,2,0
"1055",1,292,3,0
"1056",1,292,4,0
"1057",1,293,5,0
"1058",1,293,6,0
"1059",1,293,7,0
"1060",1,294,3,0
"1061",1,294,4,0
"1062",1,294,5,0
"1063",1,295,2,0
"1064",1,295,3,0
"1065",1,295,4,0
"1066",1,295,5,0
"1067",1,296,3,0
"1068",1,296,4,0
"1069",1,296,5,0
"1070",1,296,6,0
"1071",1,296,7,0
"1072",1,296,8,0
"1073",1,297,2,0
"1074",1,297,3,0
"1075",1,297,4,0
"1076",1,297,5,0
"1077",1,297,6,0
"1078",1,298,2,0
"1079",1,298,3,0
"1080",1,298,4,0
"1081",1,298,5,0
"1082",1,299,4,0
"1083",1,299,5,0
"1084",1,299,6,0
"1085",1,300,3,0
"1086",1,300,4,0
"1087",1,300,5,0
"1088",1,300,6,0
"1089",1,300,7,0
"1090",1,300,8,0
"1091",1,301,2,0
"1092",1,301,3,0
"1093",1,301,4,0
"1094",1,301,5,0
"1095",1,301,6,0
"1096",1,301,7,0
"1097",1,303,2,0
"1098",1,303,3,0
"1099",1,304,2,0
"1100",1,304,3,0
"1101",1,304,4,0
"1102",1,304,5,0
"1103",1,304,6,0
"1104",1,305,5,0
"1105",1,305,6,0
"1106",1,306,2,0
"1107",1,306,3,0
"1108",1,306,4,0
"1109",1,306,5,0
"1110",1,307,3,0
"1111",1,307,4,0
"1112",1,307,5,0
"1113",1,307,6,0
"1114",1,308,2,0
"1115",1,308,3,0
"1116",1,308,4,0
"1117",1,308,5,0
"1118",1,308,6,0
"1119",1,308,7,0
"1120",1,309,3,0
"1121",1,309,4,0
"1122",1,309,5,0
"1123",1,310,3,0
"1124",1,310,4,0
"1125",1,310,5,0
"1126",1,310,6,0
"1127",1,311,2,0
"1128",1,311,3,0
"1129",1,311,4,0
"1130",1,311,5,0
"1131",1,311,6,0
"1132",1,312,4,0
"1133",1,312,5,0
"1134",1,312,6,0
"1135",1,313,5,0
"1136",1,313,6,0
"1137",1,313,7,0
"1138",1,313,8,0
"1139",1,314,3,0
"1140",1,314,4,0
"1141",1,314,5,0
"1142",1,314,6,0
"1143",1,315,3,0
"1144",1,315,4,0
"1145",1,315,5,0
"1146",1,316,2,0
"1147",1,316,3,0
"1148",1,316,4,0
"1149",1,316,5,0
"1150",1,317,5,0
"1151",1,317,6,0
"1152",1,317,7,0
"1153",1,318,2,0
"1154",1,318,3,0
"1155",1,318,4,0
"1156",1,318,5,0
"1157",1,318,6,0
"1158",1,318,7,0
"1159",1,318,8,0
"1160",1,319,3,0
"1161",1,319,4,0
"1162",1,319,5,0
"1163",1,319,6,0
"1164",1,319,7,0
"1165",1,319,8,0
"1166",1,320,5,0
"1167",1,320,6,0
"1168",1,320,7,0
"1169",1,320,8,0
"1170",1,321,6,0
"1171",1,321,7,0
"1172",1,321,8,0
"1173",1,322,3,0
"1174",1,322,4,0
"1175",1,322,5,0
"1176",1,322,6,0
"1177",1,323,4,0
"1178",1,323,5,0
"1179",1,323,6,0
"1180",1,323,7,0
"1181",1,324,3,0
"1182",1,324,4,0
"1183",1,324,5,0
"1184",1,324,6,0
"1185",1,324,7,0
"1186",1,325,3,0
"1187",1,325,4,0
"1188",1,325,5,0
"1189",1,325,6,0
"1190",1,325,7,0
"1191",1,326,4,0
"1192",1,326,5,0
"1193",1,326,6,0
"1194",1,326,7,0
"1195",1,326,8,0
"1196",1,327,4,0
"1197",1,327,5,0
"1198",1,328,4,0
"1199",1,328,5,0
"1200",1,328,6,0
"1201",1,329,5,0
"1202",1,329,6,0
"1203",1,329,7,0
"1204",1,329,8,0
"1205",1,330,4,0
"1206",1,330,5,0
"1207",1,330,6,0
"1208",1,330,7,0
"1209",1,330,8,0
"1210",1,331,3,0
"1211",1,331,4,0
"1212",1,331,5,0
"1213",1,332,4,0
"1214",1,332,5,0
"1215",1,332,6,0
"1216",1,332,7,0
"1217",1,333,2,0
"1218",1,333,3,0
"1219",1,333,4,0
"1220",1,333,5,0
"1221",1,333,6,0
"1222",1,333,7,0
"1223",1,334,3,0
"1224",1,334,4,0
"1225",1,334,5,0
"1226",1,335,3,0
"1227",1,335,4,0
"1228",1,335,5,0
"1229",1,335,6,0
"1230",1,335,7,0
"1231",1,335,8,0
"1232",1,336,5,0
"1233",1,336,6,0
"1234",1,336,7,0
"1235",1,336,8,0
"1236",1,337,3,0
"1237",1,337,4,0
"1238",1,337,5,0
"1239",1,337,6,0
"1240",1,338,2,0
"1241",1,338,3,0
"1242",1,338,4,0
"1243",1,338,5,0
"1244",1,339,2,0
"1245",1,339,3,0
"1246",1,339,4,0
