"","x"
"124","Clarkia unguiculata"
"125","Claytonia perfoliata"
"126","Clematis"
"127","Clematis ligusticifolia"
"128","Coelioxys octodentata"
"129","Coelioxys octodentata"
"130","Colletes hyalinus gaudialis"
"131","Colletes kincaidii"
"132","Conium maculatum"
"133","Convolvulus"
"134","Convolvulus arvensis"
"135","Corethrogyne filaginifolia"
"136","Croton setiger"
"137","Cryptantha"
"138","Cucurbita foetidissima"
"139","Cuscuta"
"140","Cynara cardunculus"
"141","Cynara cardunculus cardunculus"
"142","Datura wrightii"
"143","Datura wrightii"
"144","Daucus"
"145","Deinandra fasciculata"
"146","Delphinium"
"147","Dendromecon rigida"
"148","Descurainia pinnata"
"149","Diadasia australis"
"150","Diadasia bituberculata"
"151","Diadasia nigrifrons"
"152","Diadasia ochracea"
"153","Diadasia rinconis"
"154","Diplacus aurantiacus"
"155","Distichlis spicata"
"156","Encelia californica"
"157","Encelia californica"
"158","Epeolus minimus"
"159","Epilobium brachycarpum"
"160","Epilobium canum"
"161","Epilobium ciliatum"
"162","Epilobium ciliatum ciliatum"
"163","Erigeron canadensis"
"164","Erigeron foliosus"
"165","Erigeron glaucus"
"166","Erigeron glaucus"
"167","Eriogonum giganteum"
"168","Eriogonum latifolium"
"169","Eriophyllum"
"170","Eriophyllum confertiflorum"
"171","Eriophyllum staechadifolium"
"172","Erodium botrys"
"173","Erodium cicutarium"
"174","Eschscholzia"
"175","Eschscholzia californica"
"176","Eschscholzia californica"
"177","Eschscholzia californica mexicana"
"178","Eucalyptus"
"179","Eucalyptus globulus"
"180","Eucalyptus sideroxylon"
"181","Eucera edwardsii"
"182","Eucera frater albopilosa"
"183","Eucera lunata"
"184","Euphorbia"
"185","Euphorbia polycarpa"
"186","Foeniculum vulgare"
"187","Foeniculum vulgare"
"188","Frangula californica"
"189","Frangula californica californica"
"190","Genista monspessulana"
"191","Geranium"
"192","Geranium dissectum"
"193","Gilia"
"194","Gilia capitata"
"195","Gilia capitata chamissonis"
"196","Gilia tricolor"
"197","Gnaphalium palustre"
"198","Grindelia camporum"
"199","Habropoda depressa"
"200","Habropoda miserabilis"
"201","Halictus farinosus"
"202","Halictus ligatus"
"203","Halictus rubicundus"
"204","Halictus tripartitus"
"205","Helianthus annuus"
"206","Heliotropium angiospermum"
"207","Heliotropium curassavicum"
"208","Helminthotheca echioides"
"209","Heteromeles arbutifolia"
"210","Heterotheca grandiflora"
"211","Hieracium"
"212","Hirschfeldia incana"
"213","Holodiscus discolor"
"214","Hylaeus mesillae"
"215","Hylaeus polifolii"
"216","Hylaeus rudbeckiae"
"217","Hypochaeris glabra"
"218","Iris"
"219","Isocoma menziesii"
"220","Isocoma veneta"
"221","Juncus"
"222","Keckiella cordifolia"
"223","Lamium amplexicaule"
"224","Lasioglossum albohirtum"
"225","Lasioglossum brunneiventre"
"226","Lasioglossum channelense"
"227","Lasioglossum incompletum"
"228","Lasioglossum microlepoides"
"229","Lasioglossum nevadense"
"230","Lasioglossum ovaliceps"
"231","Lasioglossum tegulare"
"232","Lasioglossum titusi"
"233","Lasthenia californica"
"234","Lasthenia gracilis"
"235","Lathyrus"
"236","Lathyrus vestitus"
"237","Lathyrus vestitus vestitus"
"238","Layia"
"239","Layia platyglossa"
"240","Lepechinia calycina"
"241","Lepidospartum squamatum"
"242","Leptosiphon parviflorus"
"243","Leptosyne gigantea"
"244","Lithophragma"
"245","Lobelia erinus"
"246","Lomatium"
"247","Lomatium utriculatum"
"248","Lonicera hispidula"
"249","Lonicera subspicata"
"250","Lonicera subspicata denudata"
"251","Lotus"
"252","Lotus corniculatus"
"253","Ludwigia peploides"
"254","Lupinus"
"255","Lupinus albifrons"
"256","Lupinus arboreus"
"257","Lupinus bicolor"
"258","Lupinus chamissonis"
"259","Lupinus succulentus"
"260","Lyonothamnus floribundus"
"261","Lythrum californicum"
"262","Madia"
"263","Madia exigua"
"264","Malacothamnus fasciculatus"
"265","Malacothrix"
"266","Malacothrix saxatilis"
"267","Malacothrix saxatilis implicata"
"268","Malva parviflora"
"269","Marah fabacea"
"270","Marrubium vulgare"
"271","Medicago sativa"
"272","Medicago sativa sativa"
"273","Megachile angelarum"
"274","Megachile apicalis"
"275","Megachile brevis"
"276","Megachile brevis"
"277","Megachile coquilletti"
"278","Megachile fidelis"
"279","Megachile montivaga"
"280","Megachile rotundata"
"281","Melecta separata"
"282","Melecta separata callura"
"283","Melilotus albus"
"284","Melilotus indicus"
"285","Melissodes lupina"
"286","Melissodes tepida"
"287","Melochia tomentosa"
"288","Mentha"
"289","Mentha spicata"
"290","Mentha spicata"
"291","Mesembryanthemum nodiflorum"
"292","Mimulus guttatus"
"293","Myoporum laetum"
"294","Navarretia hamata parviloba"
"295","Navarretia squarrosa"
"296","Nuttallanthus texanus"
"297","Oenothera elata"
"298","Opuntia littoralis"
"299","Osmia albolateralis"
"300","Osmia coloradensis"
"301","Osmia gaudiosa"
"302","Osmia kincaidii"
"303","Osmia laeta"
"304","Osmia nemoris"
"305","Oxalis"
"306","Oxalis pes-caprae"
"307","Oxalis pes-caprae"
"308","Panurginus gracilis"
"309","Papaver somniferum"
"310","Pelargonium"
"311","Persicaria lapathifolia"
"312","Petroselinum crispum"
"313","Phacelia"
"314","Phacelia cicutaria"
"315","Phacelia distans"
"316","Phacelia ramosissima"
"317","Phacelia tanacetifolia"
"318","Pholistoma auritum"
"319","Phyla nodiflora"
"320","Phyla nodiflora"
"321","Physalis philadelphica"
"322","Pickeringia montana"
"323","Pinus"
"324","Plagiobothrys"
"325","Plantago"
"326","Plantago lanceolata"
"327","Pluchea odorata"
"328","Polygonum"
"329","Protosmia rubifloris"
"330","Prunus"
"331","Prunus ilicifolia"
"332","Pseudognaphalium"
"333","Pseudognaphalium beneolens"
"334","Pseudognaphalium biolettii"
"335","Pseudognaphalium californicum"
"336","Pseudognaphalium microcephalum"
"337","Pseudognaphalium ramosissimum"
"338","Pseudognaphalium stramineum"
"339","Pteridium aquilinum"
"340","Quercus"
"341","Quercus"
"342","Quercus agrifolia"
"343","Ranunculus californicus"
"344","Raphanus"
"345","Raphanus raphanistrum"
"346","Raphanus sativus"
"347","Raphanus sativus"
"348","Rhus"
"349","Rhus integrifolia"
"350","Rhus ovata"
"351","Ribes"
"352","Ribes indecorum"
"353","Ribes malvaceum"
"354","Robinia"
"355","Rosa"
"356","Rosa californica"
"357","Rosa californica"
"358","Rubus ursinus"
"359","Ruta graveolens"
"360","Salix"
"361","Salix exigua"
"362","Salix laevigata"
"363","Salsola"
"364","Salsola tragus"
"365","Salvia columbariae"
"366","Salvia leucophylla"
"367","Salvia mellifera"
"368","Sambucus nigra cerulea"
"369","Saxifraga"
"370","Schinus molle"
"371","Senecio flaccidus douglasii"
"372","Senecio vulgaris"
"373","Sesuvium portulacastrum"
"374","Sidalcea"
"375","Sidalcea malviflora"
"376","Sidalcea malviflora laciniata"
"377","Silene"
"378","Silene gallica"
"379","Silene laciniata"
"380","Silybum marianum"
"381","Sinapis arvensis"
"382","Sisyrinchium"
"383","Sisyrinchium"
"384","Sisyrinchium bellum"
"385","Solanum douglasii"
"386","Solanum umbelliferum"
"387","Solidago californica"
"388","Sonchus oleraceus"
"389","Spergularia rubra"
"390","Stachys"
"391","Stachys bullata"
"392","Stellaria media"
"393","Stephanomeria"
"394","Stephanomeria exigua"
"395","Stephanomeria exigua coronaria"
"396","Stephanomeria virgata"
"397","Symphoricarpos"
"398","Symphyotrichum chilense"
"399","Symphyotrichum subspicatum"
"400","Tamarix"
"401","Tamarix ramosissima"
"402","Taraxacum"
"403","Taraxacum"
"404","Taraxacum officinale"
"405","Toxicodendron"
"406","Toxicodendron diversilobum"
"407","Toxicodendron diversilobum"
"408","Tragopogon porrifolius"
"409","Trianthema portulacastrum"
"410","Trifolium"
"411","Trifolium barbigerum andrewsii"
"412","Trifolium depauperatum"
"413","Trifolium fucatum"
"414","Trifolium microdon"
"415","Trifolium variegatum"
"416","Trifolium variegatum rostratum"
"417","Trifolium willdenovii"
"418","Typha"
"419","Vaccinium ovatum"
"420","Venegasia carpesioides"
"421","Verbascum thapsus"
"422","Verbena"
"423","Verbena lasiostachys"
"424","Veronica anagallis-aquatica"
"425","Vicia"
"426","Vicia americana"
"427","Vicia americana americana"
"428","Vicia sativa"
"429","Vicia villosa"
"430","Vicia villosa"
"431","Vicia villosa villosa"
"432","Vinca"
"433","Vinca major"
"434","Viola pedunculata"
"435","Xeromelecta californica"
"436","Yucca"
"437","Zea mays"
